Name,Sex,Date,StateChange
Ziggy,Male,6/12/21,9
Alvin,Male,6/13/21,12
April,Female,6/13/21,4
Betty,Female,6/13/21,6
Bugs,Male,6/13/21,16
Carmen,Female,6/13/21,12
Chip,Male,6/13/21,16
Dale,Male,6/13/21,2
Dot,Female,6/13/21,4
Elsa,Female,6/13/21,6
Felix,Male,6/13/21,12
Fiona,Female,6/13/21,10
Granny,Female,6/13/21,4
Grouch,Male,6/13/21,6
Hubert,Male,6/13/21,12
Marlo,Female,6/13/21,4
Satan,Male,6/13/21,1
Ziggy,Male,6/13/21,9
Alvin,Male,6/14/21,8
April,Female,6/14/21,8
Betty,Female,6/14/21,22
Bugs,Male,6/14/21,10
Carmen,Female,6/14/21,2
Chip,Male,6/14/21,14
Dale,Male,6/14/21,2
Dot,Female,6/14/21,2
Elsa,Female,6/14/21,4
Felix,Male,6/14/21,2
Fiona,Female,6/14/21,2
Grouch,Male,6/14/21,10
Hubert,Male,6/14/21,6
Marlo,Female,6/14/21,4
Satan,Male,6/14/21,13
Ziggy,Male,6/14/21,7
Alvin,Male,6/15/21,4
April,Female,6/15/21,10
Betty,Female,6/15/21,12
Bugs,Male,6/15/21,8
Carmen,Female,6/15/21,6
Chip,Male,6/15/21,12
Dale,Male,6/15/21,2
Dot,Female,6/15/21,0
Elsa,Female,6/15/21,2
Felix,Male,6/15/21,8
Fiona,Female,6/15/21,8
Grouch,Male,6/15/21,4
Hubert,Male,6/15/21,2
Marlo,Female,6/15/21,4
Satan,Male,6/15/21,5
Ziggy,Male,6/15/21,8
Alvin,Male,6/16/21,11
April,Female,6/16/21,6
Betty,Female,6/16/21,30
Bugs,Male,6/16/21,8
Carmen,Female,6/16/21,10
Chip,Male,6/16/21,6
Dale,Male,6/16/21,4
Dot,Female,6/16/21,2
Elsa,Female,6/16/21,0
Felix,Male,6/16/21,10
Fiona,Female,6/16/21,10
Grouch,Male,6/16/21,6
Hubert,Male,6/16/21,4
Marlo,Female,6/16/21,6
Satan,Male,6/16/21,3
Ziggy,Male,6/16/21,11
Alvin,Male,6/17/21,10
April,Female,6/17/21,4
Betty,Female,6/17/21,16
Bugs,Male,6/17/21,8
Carmen,Female,6/17/21,12
Chip,Male,6/17/21,18
Dale,Male,6/17/21,2
Dot,Female,6/17/21,8
Elsa,Female,6/17/21,4
Felix,Male,6/17/21,10
Fiona,Female,6/17/21,14
Grouch,Male,6/17/21,4
Hubert,Male,6/17/21,4
Marlo,Female,6/17/21,8
Satan,Male,6/17/21,6
Ziggy,Male,6/17/21,12
Alvin,Male,6/18/21,8
April,Female,6/18/21,8
Betty,Female,6/18/21,22
Bugs,Male,6/18/21,4
Carmen,Female,6/18/21,6
Chip,Male,6/18/21,18
Dale,Male,6/18/21,0
Dot,Female,6/18/21,8
Elsa,Female,6/18/21,4
Felix,Male,6/18/21,8
Fiona,Female,6/18/21,6
Grouch,Male,6/18/21,2
Hubert,Male,6/18/21,5
Marlo,Female,6/18/21,5
Satan,Male,6/18/21,16
Ziggy,Male,6/18/21,6
Alvin,Male,6/19/21,12
April,Female,6/19/21,2
Betty,Female,6/19/21,3
Bugs,Male,6/19/21,5
Carmen,Female,6/19/21,12
Chip,Male,6/19/21,12
Dale,Male,6/19/21,0
Dot,Female,6/19/21,10
Elsa,Female,6/19/21,4
Felix,Male,6/19/21,7
Fiona,Female,6/19/21,11
Grouch,Male,6/19/21,6
Hubert,Male,6/19/21,1
Marlo,Female,6/19/21,7
Satan,Male,6/19/21,7
Ziggy,Male,6/19/21,7
Alvin,Male,6/20/21,16
April,Female,6/20/21,10
Betty,Female,6/20/21,22
Bugs,Male,6/20/21,6
Carmen,Female,6/20/21,22
Chip,Male,6/20/21,14
Dale,Male,6/20/21,14
Dot,Female,6/20/21,12
Elsa,Female,6/20/21,6
Felix,Male,6/20/21,18
Fiona,Female,6/20/21,14
Grouch,Male,6/20/21,16
Hubert,Male,6/20/21,22
Marlo,Female,6/20/21,6
Satan,Male,6/20/21,12
Ziggy,Male,6/20/21,6
Alvin,Male,6/21/21,2
April,Female,6/21/21,0
Betty,Female,6/21/21,2
Bugs,Male,6/21/21,8
Carmen,Female,6/21/21,14
Chip,Male,6/21/21,6
Dale,Male,6/21/21,0
Dot,Female,6/21/21,0
Elsa,Female,6/21/21,4
Felix,Male,6/21/21,6
Fiona,Female,6/21/21,2
Grouch,Male,6/21/21,4
Hubert,Male,6/21/21,1
Marlo,Female,6/21/21,3
Satan,Male,6/21/21,1
Ziggy,Male,6/21/21,1
Alvin,Male,6/22/21,4
April,Female,6/22/21,14
Betty,Female,6/22/21,6
Bugs,Male,6/22/21,10
Carmen,Female,6/22/21,6
Chip,Male,6/22/21,6
Dale,Male,6/22/21,0
Dot,Female,6/22/21,2
Elsa,Female,6/22/21,4
Felix,Male,6/22/21,6
Fiona,Female,6/22/21,4
Grouch,Male,6/22/21,6
Hubert,Male,6/22/21,1
Marlo,Female,6/22/21,3
Satan,Male,6/22/21,1
Ziggy,Male,6/22/21,5
Alvin,Male,6/23/21,2
April,Female,6/23/21,28
Betty,Female,6/23/21,2
Bugs,Male,6/23/21,4
Carmen,Female,6/23/21,4
Chip,Male,6/23/21,4
Dale,Male,6/23/21,0
Dot,Female,6/23/21,8
Elsa,Female,6/23/21,4
Felix,Male,6/23/21,2
Fiona,Female,6/23/21,2
Grouch,Male,6/23/21,2
Hubert,Male,6/23/21,1
Marlo,Female,6/23/21,5
Satan,Male,6/23/21,2
Ziggy,Male,6/23/21,4
Alvin,Male,6/24/21,4
April,Female,6/24/21,6
Betty,Female,6/24/21,2
Bugs,Male,6/24/21,6
Carmen,Female,6/24/21,14
Chip,Male,6/24/21,6
Dale,Male,6/24/21,0
Dot,Female,6/24/21,6
Elsa,Female,6/24/21,6
Felix,Male,6/24/21,2
Fiona,Female,6/24/21,4
Grouch,Male,6/24/21,2
Hubert,Male,6/24/21,6
Marlo,Female,6/24/21,6
Satan,Male,6/24/21,10
Ziggy,Male,6/24/21,2
Alvin,Male,6/25/21,5
April,Female,6/25/21,7
Betty,Female,6/25/21,12
Bugs,Male,6/25/21,3
Carmen,Female,6/25/21,8
Chip,Male,6/25/21,4
Dale,Male,6/25/21,1
Dot,Female,6/25/21,8
Elsa,Female,6/25/21,3
Felix,Male,6/25/21,6
Fiona,Female,6/25/21,6
Grouch,Male,6/25/21,12
Hubert,Male,6/25/21,6
Marlo,Female,6/25/21,8
Satan,Male,6/25/21,12
Ziggy,Male,6/25/21,2
Alvin,Male,6/26/21,15
April,Female,6/26/21,2
Betty,Female,6/26/21,6
Bugs,Male,6/26/21,4
Carmen,Female,6/26/21,8
Chip,Male,6/26/21,6
Dale,Male,6/26/21,4
Dot,Female,6/26/21,8
Elsa,Female,6/26/21,6
Felix,Male,6/26/21,11
Fiona,Female,6/26/21,5
Grouch,Male,6/26/21,8
Hubert,Male,6/26/21,1
Marlo,Female,6/26/21,3
Satan,Male,6/26/21,1
Ziggy,Male,6/26/21,7
Alvin,Male,6/27/21,8
April,Female,6/27/21,2
Betty,Female,6/27/21,18
Bugs,Male,6/27/21,12
Carmen,Female,6/27/21,4
Chip,Male,6/27/21,12
Dale,Male,6/27/21,0
Dot,Female,6/27/21,2
Elsa,Female,6/27/21,8
Felix,Male,6/27/21,9
Fiona,Female,6/27/21,9
Grouch,Male,6/27/21,5
Hubert,Male,6/27/21,0
Marlo,Female,6/27/21,5
Satan,Male,6/27/21,1
Ziggy,Male,6/27/21,5
Alvin,Male,6/28/21,14
April,Female,6/28/21,10
Betty,Female,6/28/21,5
Bugs,Male,6/28/21,3
Carmen,Female,6/28/21,8
Chip,Male,6/28/21,8
Dale,Male,6/28/21,4
Dot,Female,6/28/21,6
Elsa,Female,6/28/21,4
Felix,Male,6/28/21,7
Fiona,Female,6/28/21,11
Grouch,Male,6/28/21,14
Hubert,Male,6/28/21,1
Marlo,Female,6/28/21,11
Satan,Male,6/28/21,1
Ziggy,Male,6/28/21,5
Alvin,Male,6/29/21,12
April,Female,6/29/21,10
Betty,Female,6/29/21,8
Bugs,Male,6/29/21,18
Carmen,Female,6/29/21,6
Chip,Male,6/29/21,12
Dale,Male,6/29/21,2
Dot,Female,6/29/21,11
Elsa,Female,6/29/21,11
Felix,Male,6/29/21,11
Fiona,Female,6/29/21,7
Grouch,Male,6/29/21,4
Hubert,Male,6/29/21,1
Marlo,Female,6/29/21,7
Satan,Male,6/29/21,11
Ziggy,Male,6/29/21,11
Alvin,Male,6/30/21,10
April,Female,6/30/21,2
Betty,Female,6/30/21,6
Bugs,Male,6/30/21,6
Carmen,Female,6/30/21,2
Chip,Male,6/30/21,6
Dale,Male,6/30/21,4
Dot,Female,6/30/21,8
Elsa,Female,6/30/21,0
Felix,Male,6/30/21,2
Fiona,Female,6/30/21,8
Grouch,Male,6/30/21,10
Hubert,Male,6/30/21,3
Marlo,Female,6/30/21,9
Satan,Male,6/30/21,20
Ziggy,Male,6/30/21,4
Alvin,Male,7/1/21,10
April,Female,7/1/21,6
Betty,Female,7/1/21,4
Bugs,Male,7/1/21,4
Carmen,Female,7/1/21,10
Chip,Male,7/1/21,12
Dale,Male,7/1/21,4
Dot,Female,7/1/21,12
Elsa,Female,7/1/21,2
Felix,Male,7/1/21,10
Fiona,Female,7/1/21,22
Grouch,Male,7/1/21,4
Hubert,Male,7/1/21,34
Marlo,Female,7/1/21,8
Satan,Male,7/1/21,14
Ziggy,Male,7/1/21,6
Alvin,Male,7/2/21,16
April,Female,7/2/21,4
Betty,Female,7/2/21,6
Bugs,Male,7/2/21,12
Carmen,Female,7/2/21,12
Chip,Male,7/2/21,2
Dale,Male,7/2/21,2
Dot,Female,7/2/21,8
Elsa,Female,7/2/21,2
Felix,Male,7/2/21,8
Fiona,Female,7/2/21,6
Grouch,Male,7/2/21,10
Hubert,Male,7/2/21,10
Marlo,Female,7/2/21,4
Satan,Male,7/2/21,10
Ziggy,Male,7/2/21,8
Alvin,Male,7/3/21,7
April,Female,7/3/21,5
Betty,Female,7/3/21,8
Bugs,Male,7/3/21,12
Carmen,Female,7/3/21,10
Chip,Male,7/3/21,12
Dale,Male,7/3/21,0
Dot,Female,7/3/21,4
Elsa,Female,7/3/21,6
Felix,Male,7/3/21,10
Fiona,Female,7/3/21,14
Grouch,Male,7/3/21,4
Hubert,Male,7/3/21,14
Marlo,Female,7/3/21,5
Satan,Male,7/3/21,31
Ziggy,Male,7/3/21,6
Alvin,Male,7/4/21,10
April,Female,7/4/21,10
Betty,Female,7/4/21,6
Bugs,Male,7/4/21,4
Carmen,Female,7/4/21,16
Chip,Male,7/4/21,10
Dale,Male,7/4/21,0
Dot,Female,7/4/21,6
Elsa,Female,7/4/21,4
Felix,Male,7/4/21,12
Fiona,Female,7/4/21,16
Grouch,Male,7/4/21,4
Hubert,Male,7/4/21,6
Marlo,Female,7/4/21,8
Satan,Male,7/4/21,22
Ziggy,Male,7/4/21,14
Alvin,Male,7/5/21,8
April,Female,7/5/21,10
Betty,Female,7/5/21,14
Bugs,Male,7/5/21,12
Carmen,Female,7/5/21,8
Chip,Male,7/5/21,22
Dale,Male,7/5/21,0
Dot,Female,7/5/21,16
Elsa,Female,7/5/21,6
Felix,Male,7/5/21,6
Fiona,Female,7/5/21,2
Grouch,Male,7/5/21,4
Hubert,Male,7/5/21,7
Marlo,Female,7/5/21,11
Satan,Male,7/5/21,44
Ziggy,Male,7/5/21,18
Alvin,Male,7/6/21,14
April,Female,7/6/21,2
Betty,Female,7/6/21,10
Bugs,Male,7/6/21,12
Carmen,Female,7/6/21,7
Chip,Male,7/6/21,15
Dale,Male,7/6/21,8
Dot,Female,7/6/21,8
Elsa,Female,7/6/21,8
Felix,Male,7/6/21,2
Fiona,Female,7/6/21,8
Grouch,Male,7/6/21,12
Hubert,Male,7/6/21,6
Marlo,Female,7/6/21,10
Satan,Male,7/6/21,32
Ziggy,Male,7/6/21,16
Alvin,Male,7/7/21,10
April,Female,7/7/21,2
Betty,Female,7/7/21,8
Bugs,Male,7/7/21,16
Carmen,Female,7/7/21,10
Chip,Male,7/7/21,14
Dale,Male,7/7/21,0
Dot,Female,7/7/21,0
Elsa,Female,7/7/21,4
Felix,Male,7/7/21,8
Fiona,Female,7/7/21,4
Grouch,Male,7/7/21,12
Hubert,Male,7/7/21,12
Marlo,Female,7/7/21,4
Satan,Male,7/7/21,42
Ziggy,Male,7/7/21,10
Alvin,Male,7/8/21,2
April,Female,7/8/21,4
Betty,Female,7/8/21,6
Bugs,Male,7/8/21,6
Carmen,Female,7/8/21,0
Chip,Male,7/8/21,12
Dale,Male,7/8/21,0
Dot,Female,7/8/21,2
Elsa,Female,7/8/21,0
Felix,Male,7/8/21,4
Fiona,Female,7/8/21,0
Grouch,Male,7/8/21,6
Hubert,Male,7/8/21,4
Marlo,Female,7/8/21,4
Satan,Male,7/8/21,16
Ziggy,Male,7/8/21,2
Alvin,Male,7/9/21,6
April,Female,7/9/21,4
Betty,Female,7/9/21,8
Bugs,Male,7/9/21,2
Carmen,Female,7/9/21,6
Chip,Male,7/9/21,8
Dale,Male,7/9/21,0
Dot,Female,7/9/21,6
Elsa,Female,7/9/21,0
Felix,Male,7/9/21,4
Fiona,Female,7/9/21,4
Grouch,Male,7/9/21,4
Hubert,Male,7/9/21,10
Marlo,Female,7/9/21,6
Satan,Male,7/9/21,8
Ziggy,Male,7/9/21,6
Alvin,Male,7/10/21,10
April,Female,7/10/21,2
Betty,Female,7/10/21,6
Bugs,Male,7/10/21,6
Carmen,Female,7/10/21,6
Chip,Male,7/10/21,14
Dale,Male,7/10/21,0
Dot,Female,7/10/21,4
Elsa,Female,7/10/21,4
Felix,Male,7/10/21,2
Fiona,Female,7/10/21,6
Grouch,Male,7/10/21,14
Hubert,Male,7/10/21,6
Marlo,Female,7/10/21,2
Satan,Male,7/10/21,10
Ziggy,Male,7/10/21,16
Alvin,Male,7/11/21,0
April,Female,7/11/21,0
Betty,Female,7/11/21,0
Bugs,Male,7/11/21,4
Carmen,Female,7/11/21,0
Chip,Male,7/11/21,4
Dale,Male,7/11/21,0
Dot,Female,7/11/21,0
Elsa,Female,7/11/21,0
Felix,Male,7/11/21,2
Fiona,Female,7/11/21,4
Grouch,Male,7/11/21,8
Hubert,Male,7/11/21,0
Marlo,Female,7/11/21,0
Satan,Male,7/11/21,12
Ziggy,Male,7/11/21,0
Alvin,Male,7/12/21,4
April,Female,7/12/21,2
Betty,Female,7/12/21,8
Bugs,Male,7/12/21,10
Carmen,Female,7/12/21,4
Chip,Male,7/12/21,6
Dale,Male,7/12/21,0
Dot,Female,7/12/21,0
Elsa,Female,7/12/21,0
Felix,Male,7/12/21,6
Fiona,Female,7/12/21,2
Grouch,Male,7/12/21,28
Hubert,Male,7/12/21,16
Marlo,Female,7/12/21,6
Satan,Male,7/12/21,20
Ziggy,Male,7/12/21,14
Alvin,Male,7/13/21,4
April,Female,7/13/21,4
Betty,Female,7/13/21,8
Bugs,Male,7/13/21,14
Carmen,Female,7/13/21,18
Chip,Male,7/13/21,6
Dale,Male,7/13/21,0
Dot,Female,7/13/21,6
Elsa,Female,7/13/21,2
Felix,Male,7/13/21,8
Fiona,Female,7/13/21,12
Grouch,Male,7/13/21,14
Hubert,Male,7/13/21,8
Marlo,Female,7/13/21,6
Satan,Male,7/13/21,8
Ziggy,Male,7/13/21,4
Alvin,Male,7/14/21,4
April,Female,7/14/21,4
Betty,Female,7/14/21,4
Bugs,Male,7/14/21,12
Carmen,Female,7/14/21,12
Chip,Male,7/14/21,10
Dale,Male,7/14/21,2
Dot,Female,7/14/21,10
Elsa,Female,7/14/21,4
Felix,Male,7/14/21,10
Fiona,Female,7/14/21,4
Grouch,Male,7/14/21,15
Hubert,Male,7/14/21,5
Marlo,Female,7/14/21,5
Satan,Male,7/14/21,9
Ziggy,Male,7/14/21,16
Alvin,Male,7/15/21,4
April,Female,7/15/21,6
Betty,Female,7/15/21,2
Bugs,Male,7/15/21,8
Carmen,Female,7/15/21,14
Chip,Male,7/15/21,8
Dale,Male,7/15/21,2
Dot,Female,7/15/21,4
Elsa,Female,7/15/21,2
Felix,Male,7/15/21,6
Fiona,Female,7/15/21,2
Grouch,Male,7/15/21,8
Hubert,Male,7/15/21,3
Marlo,Female,7/15/21,7
Satan,Male,7/15/21,6
Ziggy,Male,7/15/21,6
Alvin,Male,7/16/21,0
April,Female,7/16/21,2
Betty,Female,7/16/21,9
Bugs,Male,7/16/21,1
Carmen,Female,7/16/21,12
Chip,Male,7/16/21,2
Dale,Male,7/16/21,0
Dot,Female,7/16/21,0
Elsa,Female,7/16/21,0
Felix,Male,7/16/21,6
Fiona,Female,7/16/21,12
Grouch,Male,7/16/21,0
Hubert,Male,7/16/21,1
Marlo,Female,7/16/21,1
Satan,Male,7/16/21,7
Ziggy,Male,7/16/21,3
Alvin,Male,7/17/21,18
April,Female,7/17/21,8
Betty,Female,7/17/21,8
Bugs,Male,7/17/21,6
Carmen,Female,7/17/21,5
Chip,Male,7/17/21,11
Dale,Male,7/17/21,0
Dot,Female,7/17/21,10
Elsa,Female,7/17/21,6
Fiona,Female,7/17/21,6
Grouch,Male,7/17/21,6
Hubert,Male,7/17/21,10
Marlo,Female,7/17/21,6
Satan,Male,7/17/21,1
Ziggy,Male,7/17/21,9
Alvin,Male,7/18/21,10
April,Female,7/18/21,16
Betty,Female,7/18/21,6
Bugs,Male,7/18/21,18
Carmen,Female,7/18/21,8
Chip,Male,7/18/21,14
Dale,Male,7/18/21,2
Dot,Female,7/18/21,4
Elsa,Female,7/18/21,14
Fiona,Female,7/18/21,12
Grouch,Male,7/18/21,6
Hubert,Male,7/18/21,4
Marlo,Female,7/18/21,8
Satan,Male,7/18/21,26
Ziggy,Male,7/18/21,12
Alvin,Male,7/19/21,6
April,Female,7/19/21,8
Betty,Female,7/19/21,8
Bugs,Male,7/19/21,6
Carmen,Female,7/19/21,9
Chip,Male,7/19/21,7
Dale,Male,7/19/21,0
Dot,Female,7/19/21,6
Elsa,Female,7/19/21,4
Fiona,Female,7/19/21,4
Grouch,Male,7/19/21,6
Hubert,Male,7/19/21,10
Marlo,Female,7/19/21,6
Satan,Male,7/19/21,28
Ziggy,Male,7/19/21,8
Alvin,Male,7/20/21,6
April,Female,7/20/21,8
Betty,Female,7/20/21,6
Bugs,Male,7/20/21,4
Carmen,Female,7/20/21,4
Chip,Male,7/20/21,6
Dale,Male,7/20/21,4
Dot,Female,7/20/21,2
Elsa,Female,7/20/21,8
Fiona,Female,7/20/21,4
Grouch,Male,7/20/21,8
Hubert,Male,7/20/21,8
Marlo,Female,7/20/21,8
Satan,Male,7/20/21,34
Ziggy,Male,7/20/21,4
Alvin,Male,7/21/21,2
April,Female,7/21/21,6
Betty,Female,7/21/21,2
Bugs,Male,7/21/21,4
Carmen,Female,7/21/21,4
Chip,Male,7/21/21,8
Dale,Male,7/21/21,0
Dot,Female,7/21/21,0
Elsa,Female,7/21/21,6
Fiona,Female,7/21/21,0
Grouch,Male,7/21/21,12
Hubert,Male,7/21/21,8
Marlo,Female,7/21/21,2
Satan,Male,7/21/21,20
Ziggy,Male,7/21/21,10
Alvin,Male,7/22/21,8
April,Female,7/22/21,4
Betty,Female,7/22/21,4
Bugs,Male,7/22/21,9
Carmen,Female,7/22/21,4
Chip,Male,7/22/21,19
Dale,Male,7/22/21,0
Dot,Female,7/22/21,2
Elsa,Female,7/22/21,2
Fiona,Female,7/22/21,2
Grouch,Male,7/22/21,8
Hubert,Male,7/22/21,6
Marlo,Female,7/22/21,4
Satan,Male,7/22/21,6
